title,description,Thriller,Classics,Romance,Mystery,Science,Literature,Fantasy,Historical,Fiction
Kazan and Baree #2Baree: The Story of a Wolf-Dog,"The thrilling adventure of a half-tame, half-wild wolf pup, born of a dog father and blind wolf mother, who must survive alone in the Canadian wilderness.",0,1,0,0,0,0,0,0,1
Alex Cross #9The Big Bad Wolf,"Alex Cross battles the most ruthless and powerful killer he has ever encountered - a predator known only as ""the Wolf. ""Alex Cross's first case since joining the FBI has his new colleagues stymied. Across the country, men and women are being kidnapped in broad daylight and then disappearing completely. These people are not being taken for ransom, Alex realizes. They are being bought and sold. And it looks as if a shadowy figure called the Wolf - a master criminal who has brought a new reign of terror to organize crime - is behind this business in which ordinary men and women are sold as slaves. Even as he admires the FBI's vast resources, Alex grows impatient with the Bureau's clumsiness and caution when it is time to move. A lone wolf himself, he has to go out on his own in order to track the Wolf and try to rescue some of the victims while they are still alive. As the case boils over, Alex is in hot water at home too. His ex-fiancee, Christine Johnson, comes back into his life - and not for the reasons Alex might have hoped.",1,0,0,1,0,0,0,0,1
A Cursed Son,"Romantic & sexy dreams link a false princess to a dangerous, disgraced fae prince in this fun, steamy enemies-to-lovers romantasy.In her dreams, he envelops her in love. In real life, he imprisons her in ice. Assassin, liar, impersonator—dreamer. As a royal decoy, trained to replace the Krastel princess even in a political marriage, Astra’s life is not her own. With a duty like that, how can she dream about love?And yet she knows she has a kindred soul. She can feel his presence every night, holding her in his arms, surrounding her with his warmth.But ice-cold reality crashes in when Astra’s carriage is attacked by the Crystal Court’s disgraced prince. Banished for heinous crimes and armed with powerful relics, he’s a wielder of mighty magic and can even penetrate minds.It turns out that he is the man in her dreams.And this is about to get very, very awkward. A Cursed Son is a fun, sexy, enemies-to-lovers romantic fantasy for fans of fae, elemental magic, arranged marriage, forced proximity, snarky banter, and dream connection.",0,0,0,0,1,0,1,0,1
The Vampire Diaries #3-4The Fury / Dark Reunion,"LOVE CAN KILLElena: transformed, the golden girl has become what she once feared and desired.Stefan: tormented by losing Elena, he's determined to end his feud with Damon once and for all - whatever the cost. But slowly he begins to realize that his brother is not his only enemy.Damon: at last, he possesses Elena. But will his thirst for revenge against Stefan poison his triumph? Or can they come together to face one final battle?Collected here in one edition are the third and fourth volumes of The Vampire Diaries, a riveting conclusion to the tale of two vampire brothers and the beautiful girl torn between them.",0,0,1,0,0,0,1,0,1
One by One,"Getting snowed in at a beautiful, rustic mountain chalet doesn’t sound like the worst problem in the world, especially when there’s a breathtaking vista, a cozy fire, and company to keep you warm. But what happens when that company is eight of your coworkers…and you can’t trust any of them?When an off-site company retreat meant to promote mindfulness and collaboration goes utterly wrong when an avalanche hits, the corporate food chain becomes irrelevant and survival trumps togetherness. Come Monday morning, how many members short will the team be?The #1 New York Times bestselling author of The Turn of the Key and In a Dark Dark Wood returns with another suspenseful thriller set on a snow-covered mountain.",1,0,0,1,0,0,0,0,1
Wit,"Winner of the Pulitzer Prize, the New York Drama Critics Circle Award, the Drama Desk Award, the Outer Critics Circle Award, the Lucille Lortel Award, and the Oppenheimer AwardMargaret Edson’s powerfully imagined Pulitzer Prize–winning play examines what makes life worth living through her exploration of one of existence’s unifying experiences—mortality—while she also probes the vital importance of human relationships. What we as her audience take away from this remarkable drama is a keener sense that, while death is real and unavoidable, our lives are ours to cherish or throw away—a lesson that can be both uplifting and redemptive. As the playwright herself puts it, “The play is not about doctors or even about cancer. It’s about kindness, but it shows arrogance. It’s about compassion, but it shows insensitivity.” In Wit, Edson delves into timeless questions with no final answers: How should we live our lives knowing that we will die? Is the way we live our lives and interact with others more important than what we achieve materially, professionally, or intellectually? How does language figure into our lives? Can science and art help us conquer death, or our fear of it? What will seem most important to each of us about life as that life comes to an end?The immediacy of the presentation, and the clarity and elegance of Edson’s writing, make this sophisticated, multilayered play accessible to almost any interested reader. As the play begins, Vivian Bearing, a renowned professor of English who has spent years studying and teaching the intricate, difficult Holy Sonnets of the seventeenth-century poet John Donne, is diagnosed with advanced ovarian cancer. Confident of her ability to stay in control of events, she brings to her illness the same intensely rational and painstakingly methodical approach that has guided her stellar academic career. But as her disease and its excruciatingly painful treatment inexorably progress, she begins to question the single-minded values and standards that have always directed her, finally coming to understand the aspects of life that make it truly worth living. ",0,0,0,0,0,0,0,0,1
The Sense of an Ending,"An alternative cover edition for this ISBN can be found hereBy an acclaimed writer at the height of his powers, The Sense of an Ending extends a streak of extraordinary books that began with the best-selling Arthur & George and continued with Nothing to Be Frightened Of and, most recently, Pulse.  This intense novel follows a middle-aged man as he contends with a past he has never much thought about - until his closest childhood friends return with a vengeance, one of them from the grave, another maddeningly present. Tony Webster thought he'd left all this behind as he built a life for himself, and by now his marriage and family and career have fallen into an amicable divorce and retirement. But he is then presented with a mysterious legacy that obliges him to reconsider a variety of things he thought he'd understood all along, and to revise his estimation of his own nature and place in the world. A novel so compelling that it begs to be read in a single sitting, with stunning psychological and emotional depth and sophistication, The Sense of an Ending is a brilliant new chapter in Julian Barnes's oeuvre.",0,0,0,0,0,1,0,0,1
Blue Bloods #1Blue Bloods,"When the Mayflower set sail in 1620, it carried on board the men and women who would shape America: Miles Standish; John Alden; Constance Hopkins. But some among the Pilgrims were not pure of heart; they were not escaping religious persecution. Indeed, they were not even human. They were vampires.The vampires assimilated quickly into the New World. Rising to levels of enormous power, wealth, and influence, they were the celebrated blue bloods of American society. The Blue Bloods vowed that their immortal status would remain a closely guarded secret. And they kept that secret for centuries. But now, in New York City, the secret is seeping out. Schuyler Van Alen is a sophomore at a prestigious private school. She prefers baggy, vintage clothes instead of the Prada and pearls worn by her classmates, and she lives with her reclusive grandmother in a dilapated mansion. Schuyler is a loner...and happy that way. Suddenly, when she turns fifteen, there is a visible mosaic of blue veins on her arm. She starts to crave raw food and she is having flashbacks to ancient times. Then a popular girl from her school is found dead... drained of all her blood. Schuyler doesn't know what to think, but she wants to find out the secrets the Blue Bloods are keeping. But is she herself in danger?",0,0,1,0,0,0,1,0,1
Ravneringene #1Odinsbarn,"Tenk deg å mangle noe alle andre har. Noe som beviser at du hører til i denne verden. Noe så viktig at uten det, er du ingenting. En pest. En myte. Et menneske. Femten vintre gammel får Hirka vite at hun er et odinsbarn - en halelaus råttenskap fra en annen verden. Foraktet. Fryktet. Og jaget. Hun aner ikke lenger hvem hun er, og noen vil drepe henne for at det skal forbli en hemmelighet. Men det finnes verre ting enn odinsbarn, og Hirka er ikke den eneste skapningen som har brutt gjennom portene. Odinsbarn er original fantasy på norrøn grunn. Et oppgjør med fremmedfrykt, blind tro og retten eller viljen til å lede. Det er den første av tre bøker om Hirka, i serien Ravneringene.",0,0,1,0,0,0,1,0,1
All the President’s Men,"The full account of the Watergate scandal from the two Washington Post reporters who broke the story. This is “the work that brought down a presidency— perhaps the most influential piece of journalism in history” (Time, All-Time 100 Best Nonfiction Books).This is the book that changed America. Published just two months before President Nixon’s resignation, All the President’s Men revealed the full scope of the Watergate scandal and introduced for the first time the mysterious “Deep Throat.” Beginning with the story of a simple burglary at Democratic headquarters and then continuing through headline after headline, Bernstein and Woodward deliver the stunning revelations and pieces in the Watergate puzzle that brought about Nixon’s shocking downfall. Their explosive reports won a Pulitzer Prize for The Washington Post, toppled the president, and have since inspired generations of reporters.All the President’s Men is a riveting detective story, capturing the exhilarating rush of the biggest presidential scandal in U.S. history as it unfolded in real time. It is, as former New York Times managing editor Gene Roberts has called it, “maybe the single greatest reporting effort of all time.”",0,1,0,0,0,0,0,0,0
Walk Two Moons,"""How about a story? Spin us a yarn.""Instantly, Phoebe Winterbottom came to mind. ""I could tell you an extensively strange story,"" I warned.""Oh, good!"" Gram said. ""Delicious!""And that is how I happened to tell them about Phoebe, her disappearing mother, and the lunatic.As Sal entertains her grandparents with Phoebe's outrageous story, her own story begins to unfold — the story of a thirteen-year-old girl whose only wish is to be reunited with her missing mother.In her own award-winning style, Sharon Creech intricately weaves together two tales, one funny, one bittersweet, to create a heartwarming, compelling, and utterly moving story of love, loss, and the complexity of human emotion.",0,1,0,0,0,0,0,0,1
The Awakening: Fate in Motion,"Exiled from Earth thousands of years ago, Sar is hiding and waiting in our Galaxy.Manipulating the dark side of humanity and controlling many government leaders, he has now found the way back in.But, what does he really want?When Lanie Montrose ascended to the top of the music charts she felt an even deeper void within. Just when she began to feel free from the shackles of fame, she finds herself locked in a strange hospital with no idea of how she got there. Hidden memories emerge of an age-old foe from a distant world overwhelming her with more questions about her past and fate.Dr. Suki Carter has never been able to settle the desire to protect her lost and lonely patient, Lanie. Then, one touch of her grandfather’s clock opened a new consciousness. Lanie is not who she says she is and there is something otherworldly about that eerie clock.On the East Coast, a secret journal is found with bizarre entries reminding CIA agent James Sinclair of the unbelievable conspiracy stories from his estranged mother. Alien Beginnings…The shadow government...Now, his skeptic mind needs answers.Critical clues have been scattered, woven into the fabric of our history and genetic code. Powerful gifts are strategically hidden inside of us all. Our protectors have prepared for this moment.The Awakening has begun…Sar is close…Our fate is in motion.",0,0,0,0,0,0,1,0,1
Illuminatus! #1-3The Illuminatus! Trilogy,"It was a deadly mistake. Joseph Malik, editor of a radical magazine, had snooped into rumors about an ancient secret society that was still alive and kicking. Now his offices have been bombed, he's missing, and the case has landed in the lap of a tough, cynical, streetwise New York detective. Saul Goodman knows he's stumbled onto something big—but even he can't guess how far into the pinnacles of power this conspiracy of evil has penetrated.Filled with sex and violence—in and out of time and space—the three books of The Illuminatus! Trilogy are only partly works of the imagination. They tackle all the cover-ups of our time—from who really shot the Kennedys to why there's a pyramid on a one-dollar bill—and suggest a mind-blowing truth.",0,0,0,0,1,0,1,0,1
Heartstopper #2Heartstopper: Volume Two,"Nick and Charlie are best friends. Nick knows Charlie's gay, and Charlie is sure that Nick isn't. But love works in surprising ways, and Nick is discovering all kinds of things about his friends, his family ... and himself.",0,0,0,0,0,0,0,0,1
Peter PanPeter Pan,"This Blampied edition is considered to be a first edition that was rereleased as a fund raiser for the great Oromond street hospital for sick children in London. this edition is beautifully illustrated with 29 FULL-PAGE ILLUSTRATIONS!!! Considered by many art critics to be the most beautifully illustrated version of Peter Pan and Wendy, there are even 16 COLOR PLATES!!! by celebrated artist, EDMUND BLAMPIED.",0,1,0,0,1,0,1,0,1
Cocktail #1Wallbanger,"The first night after Caroline moves into her fantastic new San Francisco apartment, she realizes she's gaining an intimate knowledge of her new neighbor's nocturnal adventures. Thanks to paper-thin walls and the guy's athletic prowess, she can hear not just his bed banging against the wall but the ecstatic response of what seems (as loud night after loud night goes by) like an endless parade of women. And since Caroline is currently on a self-imposed dating hiatus, and her neighbor is clearly lethally attractive to women, she finds her fantasies keep her awake even longer than the noise. So when the wallbanging threatens to literally bounce her out of bed, Caroline, clad in sexual frustration and a pink baby-doll nightie, confronts Simon Parker, her heard-but-never-seen neighbor. The tension between them is as thick as the walls are thin, and the results just as mixed. Suddenly, Caroline is finding she may have discovered a whole new definition of neighborly...In a delicious mix of silly and steamy, Alice Clayton dishes out a hot and hilarious tale of exasperation at first sight...",0,0,1,0,0,0,0,0,0
Other Worlds Other Seas,"Barcelona. 20 cm. 267 p. Encuadernación en tapa blanda de editorial. Indice. Suvin, Darko .. Este libro es de segunda mano y tiene o puede tener marcas y señales de su anterior propietario. 8474422213",0,0,0,0,1,0,0,0,1
Unearthly #3Boundless,"The past few years have held more surprises than part-angel Clara Gardner could ever have anticipated. Yet from the dizzying highs of first love, to the agonizing low of losing someone close to her, the one thing she can no longer deny is that she was never meant to live a normal life. Since discovering the special role she plays among the other angel-bloods, Clara has been determined to protect Tucker Avery from the evil that follows her . . . even if it means breaking both their hearts. Leaving town seems like the best option, so she’s headed back to California - and so is Christian Prescott, the irresistible boy from the vision that started her on this journey in the first place. As Clara makes her way in a world that is frighteningly new, she discovers that the fallen angel who attacked her is watching her every move. And he’s not the only one. . . . With the battle against the Black Wings looming, Clara knows she must finally fulfill her destiny. But it won’t come without sacrifices and betrayal. In the riveting finale of the Unearthly series, Clara must decide her fate once and for all.",0,0,1,0,0,0,1,0,0
Pretty Little Liars #1Pretty Little Liars,"EVERYONE HAS SOMETHING TO HIDE - ESPECIALLY HIGH SCHOOL JUNIORS SPENCER, ARIA, EMILY, AND HANNASpencer covets her sister's boyfriend. Aria's fantasizing about her English teacher. Emily's crushing on the new girl at school. Hanna uses some ugly tricks to stay beautiful. But they've all kept an even bigger secret since their friend Alison vanished.How do I know? Because I know everything about the bad girls they were, the naughty girls they are, and the dirty secrets they've kept. And guess what? I'm telling.",1,0,1,1,0,0,0,0,1
A Time for Swords #1A Time for Swords,"Lindisfarne, AD793. The life of a novice monk will be changed forever when the Vikings attack in a new historical adventure from Matthew Harffy.There had been portents – famine, whirlwinds, lightning from clear skies, serpents seen flying through the air. But when the raiders came, no one was prepared.They came from the North, their dragon-prowed longships gliding out of the dawn mist as they descended on the kingdom's most sacred site.It is 8th June AD793, and with the pillage of the monastery on Lindisfarne, the Viking Age has begun.While his fellow monks flee before the Norse onslaught, one young novice stands his ground. He has been taught to turn the other cheek, but faced with the slaughter of his brothers and the pagan desecration of his church, forgiveness is impossible.Hunlaf soon learns that there is a time for faith and prayer... and there is a time for swords.",0,0,0,0,0,1,1,1,1
What Lies in the Woods,"Naomi Shaw used to believe in magic. Twenty-two years ago, she and her two best friends, Cassidy and Olivia, spent the summer roaming the woods, imagining a world of ceremony and wonder. They called it the Goddess Game. The summer ended suddenly when Naomi was attacked. Miraculously, she survived her seventeen stab wounds and lived to identify the man who had hurt her. The girls’ testimony put away a serial killer, wanted for murdering six women. They were heroes.For decades afterward, the friends have kept a secret worth killing for. But now Olivia wants to tell, and Naomi sets out to find out what really happened in the woods―no matter how dangerous the truth turns out to be.",1,0,0,1,0,0,0,0,1
Black Fire,"Major Tommy Black is at the crossroads of a brilliant, clandestine career. Lost... without purpose or mission. His life in sealed records and whispered stories of his violent exploits. Devastated and blaming himself when a member of his covert task force commits suicide, but when the man’s daughter is kidnapped, Black, the man with “a talent for violence,” sacrifices all for the nearly impossible chance to save the girl... and maybe his soul.For fans of Robert Ludlum and Lee Child, BLACK FIRE is a “tour de force of explosive action” that takes the reader on an epic, breathtaking adventure from the exotic Indian Ocean island of Mauritius to the remote interior of South Africa and across Europe into the towering mountains of Central Asia, and introduces a riveting new hero to cheer along with Reacher and Bourne — Tommy Black.",1,0,0,0,0,0,0,0,1
Fallen #3Passion,"Luce would die for Daniel.And she has. Over and over again. Throughout time, Luce and Daniel have found each other, only to be painfully torn apart: Luce dead, Daniel left broken and alone. But perhaps it doesn’t need to be that way… .Luce is certain that something—or someone—in a past life can help her in her present one. So she begins the most important journey of this lifetime… going back eternities to witness firsthand her romances with Daniel… and finally unlock the key to making their love last.Cam and the legions of angels and Outcasts are desperate to catch Luce, but none are as frantic as Daniel. He chases Luce through their shared pasts, terrified of what might happen if she rewrites history.Because their romance for the ages could go up in flames… forever.",0,0,1,0,0,0,1,0,0
The Confession,"#1 NEW YORK TIMES BESTSELLERFirst time in paperbackAn innocent man is about to be executed.Only a guilty man can save him. In 1998, in the small East Texas city of Sloan, Travis Boyette abducted, raped, and strangled a popular high school cheerleader. He buried her body so that it would never be found, then watched in amazement as police and prosecutors arrested and convicted Donté Drumm, a local football star, and marched him off to death row.Now nine years have passed. Travis has just been paroled in Kansas for a different crime; Donté is four days away from his execution. Travis suffers from an inoperable brain tumor. For the first time in his miserable life, he decides to do what’s right and confess. But how can a guilty man convince lawyers, judges, and politicians that they’re about to execute an innocent man?",1,0,0,1,0,0,0,0,1
Lucky Santangelo #6Drop Dead Beautiful,"The bestselling author of Lovers & Players returns with her 25th fabulous novel and her most beloved character...Get ready for the scandalously scintillating read only Jackie Collins can deliver! Lucky Santangelo is back with a vengeance--still every bit as strong, sexy, and seductive as ever! But Lucky is older and wiser, and hot to reclaim her power position in Las Vegas. However, a deadly enemy from her past has resurfaced--a person determined to take everything from her, including the family she holds so dear: two sons and an out-of-control teenage daughter who is just as outrageous as Lucky herself. Like mother, like daughter. And if that old saying holds true, it's going to be one wild ride.Internationally bestselling author Jackie Collins marks her twenty-fifth novel with ""another page-turning tale packed with intrigue, revenge and romance,"" (Publishers Weekly on Lovers and Players).  Aren't we lucky?!",0,0,1,0,0,0,0,0,1
Ghouls in My Grave,Contains:1. Gold Teeth 2. The Shadowy Street 3. I Killed Alfred Heavenrock 4. The Cemetery Watchman 5. The Mainz Psalter 6. The Last Traveler 7. The Black Mirror 8. Mr Glass Changes Direction Author's real name is Raymundus Joannes de Kremer. He also published work under the name John Flanders.,0,0,0,0,0,0,0,0,1
The Shepherd of the Hills,"""Here and there among men, there are those who pause in the hurried rush to listen to the call of a life that is more real. He who sees too much is cursed for a dreamer, a fanatic, or a fool, by the mad mob, who, having eyes, see not, ears and hear not, and refuse to understand.""--From The Shepherd of the HillsOriginally published in 1907, The Shepherd of the Hills is Harold Bell Wright's most famous work. Pelican Publishing Company is honored to bring this classic novel back to print as part of the Pelican Pouch series. In The Shepherd of the Hills, Wright spins a tale of universal truths across the years to the modern-day reader. His Eden in the Ozarks has a bountiful share of life's enchantments, but is not without its serpents. While Wright rejoices in the triumphs, grace, and dignity of his characters, he has not naively created a pastoral fantasyland where the pure at heart are spared life's struggles and pains. Refusing to yield to the oft-indulged temptation of painting for the reader the simple life of country innocents, Wright forthrightly shows the passions and the life-and-death struggles that go on even in the fairest of environments that man invades. The shepherd, an elderly, mysterious, learned man, escapes the buzzing restlessness of the city to live in the backwoods neighborhood of Mutton Hollow in the Ozark hills. There he encounters Jim Lane, Grant Matthews, Sammy, Young Matt, and other residents of the village, and gradually learns to find a peace about the losses he has borne and has yet to bear. Through the shepherd and those around him, Wright assembles here a gentle and utterly masterful commentary on strength and weakness, failure and success, tranquility and turmoil, and punishment and absolution. This tale of life in the Ozarks continues to draw thousands of devotees to outdoor performances in Branson, Missouri, where visitors can also see the cabin where the real Old Matt and Aunt Mollie lived.Harold Bell Wright also is the author of That Printer of Udell's (pb) and The Calling of Dan Matthews (pb), both published by Pelican.",0,1,1,0,0,0,0,1,1
Bridgertons #3An Offer From a Gentleman,"Will she accept his offer before the clock strikes midnight?Sophie Beckett never dreamed she'd be able to sneak into Lady Bridgerton's famed masquerade ball—or that ""Prince Charming"" would be waiting there for her! Though the daughter of an earl, Sophie has been relegated to the role of servant by her disdainful stepmother. But now, spinning in the strong arms of the debonair and devastatingly handsome Benedict Bridgerton, she feels like royalty. Alas, she knows all enchantments must end when the clock strikes midnight.Who was that extraordinary woman? Ever since that magical night, a radiant vision in silver has blinded Benedict to the attractions of any other—except, perhaps this alluring and oddly familiar beauty dressed in housemaid's garb whom he feels compelled to rescue from a most disagreeable situation. He has sworn to find and wed his mystery miss, but this breathtaking maid makes him weak with wanting her. Yet, if he offers his heart, will Benedict sacrifice his only chance for a fairy tale love?Alternate cover for ISBN 0380815583 / 9780380815586",0,0,1,0,0,0,0,1,1
Skulduggery Pleasant #7.5The Maleficent Seven,"From the World of Skulduggery PleasantA brilliant, hilarious one-off novella in the Skulduggery Pleasant universe, from number-one-bestselling author Derek LandyThis time, the bad guys take the stage.Tanith Low, now possessed by a remnant, recruits a gang of villains – many of whom will be familiar from previous Skulduggery adventures – in order to track down and steal the four God-Killer level weapons that could hurt Darquesse when she eventually emerges. Also on the trail of the weapons is a secret group of Sanctuary sorcerers, and doing his best to keep up and keep Tanith alive is one Mister Ghastly Bespoke.When the villains around her are lying and scheming and plotting, Tanith needs to stay two steps ahead of her teammates and her enemies. After all, she's got her own double-crosses to plan – and she’s a villain herself…",0,0,0,1,0,0,1,0,1
The Road to Serfdom,"A classic work in political philosophy, intellectual and cultural history, and economics, The Road to Serfdom has inspired and infuriated politicians, scholars, and general readers for half a century. Originally published in England in the spring of 1944—when Eleanor Roosevelt supported the efforts of Stalin, and Albert Einstein subscribed lock, stock, and barrel to the socialist program—The Road to Serfdom was seen as heretical for its passionate warning against the dangers of state control over the means of production. For F. A. Hayek, the collectivist idea of empowering government with increasing economic control would inevitably lead not to a utopia but to the horrors of nazi Germany and fascist Italy.First published by the University of Chicago Press on September 18, 1944, The Road to Serfdom garnered immediate attention from the public, politicians, and scholars alike. The first printing of 2,000 copies was exhausted instantly, and within six months more than 30,000 were sold. In April of 1945, Reader's Digest published a condensed version of the book, and soon thereafter the Book-of-the-Month Club distributed this condensation to more than 600,000 readers. A perennial best-seller, the book has sold over a quarter of a million copies in the United States, not including the British edition or the nearly twenty translations into such languages as German, French, Dutch, Swedish, and Japanese, and not to mention the many underground editions produced in Eastern Europe before the fall of the iron curtain.After thirty-two printings in the United States, The Road to Serfdom has established itself alongside the works of Alexis de Tocqueville, John Stuart Mill, and George Orwell for its timeless meditation on the relation between individual liberty and government authority. This fiftieth anniversary edition, with a new introduction by Milton Friedman, commemorates the enduring influence of The Road to Serfdom on the ever-changing political and social climates of the twentieth century, from the rise of socialism after World War II to the Reagan and Thatcher ""revolutions"" in the 1980s and the transitions in Eastern Europe from communism to capitalism in the 1990s.F. A. Hayek (1899-1992), recipient of the Medal of Freedom in 1991 and co-winner of the Nobel Memorial Prize in Economics in 1974, was a pioneer in monetary theory and the principal proponent of libertarianism in the twentieth century.On the first American edition of The Road to Serfdom:""One of the most important books of our generation. . . . It restates for our time the issue between liberty and authority with the power and rigor of reasoning with which John Stuart Mill stated the issue for his own generation in his great essay On Liberty. . . . It is an arresting call to all well-intentioned planners and socialists, to all those who are sincere democrats and liberals at heart to stop, look and listen.""—Henry Hazlitt, New York Times Book Review, September 1944""In the negative part of Professor Hayek's thesis there is a great deal of truth. It cannot be said too often—at any rate, it is not being said nearly often enough—that collectivism is not inherently democratic, but, on the contrary, gives to a tyrannical minority such powers as the Spanish Inquisitors never dreamt of.""—George Orwell, Collected Essays",0,1,0,0,1,0,0,0,0
"Death Note [デスノート] #1Death Note, Vol. 1: Boredom","Light Yagami is an ace student with great prospects - and he's bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami, a death god. Any human whose name is written in the notebook dies, and now Light has vowed to use the power of the Death Note to rid the world of evil. But when criminals begin dropping dead, the authorities send the legendary detective L to track down the killer. With L hot on his heels, will Light lose sight of his noble goal... or his life?BoredomLight tests the boundaries of the Death Note's powers as L and the police begin to close in. Luckily, Light's father is the head of the Japanese National Police Agency and leaves vital information about the case lying around the house. With access to his father's files, Light can keep one step ahead of the authorities. But who is the strange man following him, and how can Light guard against enemies whose names he doesn't know?",0,0,0,1,0,0,1,0,1
Corfu Trilogy #1My Family and Other Animals,"When the unconventional Durrell family can no longer endure the damp, gray English climate, they do what any sensible family would do: sell their house and relocate to the sunny Greek isle of Corfu. My Family and Other Animals was intended to embrace the natural history of the island but ended up as a delightful account of Durrell’s family’s experiences, from the many eccentric hangers-on to the ceaseless procession of puppies, toads, scorpions, geckoes, ladybugs, glowworms, octopuses, bats, and butterflies into their home.",0,1,0,0,0,0,0,0,0
Edelstein-Trilogie #1Rubinrot,"Manchmal ist es ein echtes Kreuz, in einer Familie zu leben, die jede Menge Geheimnisse hat. Der Überzeugung ist zumindest die 16-jährige Gwendolyn.Bis sie sich eines Tages aus heiterem Himmel im London um die letzte Jahrhundertwende wiederfindet. Und ihr klar wird, dass ausgerechnet sie das allergrößte Geheimnis ihrer Familie ist. Was ihr dagegen nicht klar ist: Dass man sich zwischen den Zeiten möglichst nicht verlieben sollte. Denn das macht die Sache erst recht kompliziert!",0,0,1,0,1,0,1,1,1
The Temple of Death: The Ghost Stories of A. C. & R. H. Benson,"The great oaken gate heaved and splintered, and a monstrous beast as huge as a horse appeared at the mouth of the den; his small head was laid back on his hairy shoulders, his little eyes gleamed wickedly, and his red mouth opened snarling fiercely.Undeservedly, the weird and chilling ghost stories of Arthur Christopher Benson and Robert Hugh Benson have been neglected for far too long. This volume attempts to rectify that situation. This dark banquet of tales takes us to strange, unworldly and often archaic environments, far removed from the manic pace and pressures of the twenty-first century, but as exercises in the art of luring the reader into a stat of unease they are as potent as they were when the ink was barely dry on the page.Stories by A.C. Benson:""The Temple of Death"" ""The Closed Window"" ""The Slype House"" ""The Red Camp"" ""Out of the Sea"" ""The Grey Cat"" ""The Hill of Trouble"" ""Basil Netherby"" ""The Uttermost Farthing"" Stories by R.H. Benson:""The Watcher"" ""The Blood Eagle"" ""Consolatrix Afflictorium"" ""Over the Gateway"" ""Father Meuron's Tale"" ""Father Macclesfield's Tale"" ""The Traveler""",0,0,0,0,0,0,1,0,1
"More Than Love, A Husband's Tale","This book developed from a journal of my thoughts and feelings recorded in response to the shock of my wife’s diagnosis of Pancreatic Cancer in December 2015. Initially, I kept it as a personal diary of things that I believed were important at the time, including the poems and prose I wrote which sprang organically from the events as they unfolded. Whilst these few short months were extremely challenging, at times shocking and ultimately tragic, they were also a time of great love. Hopefully, I have captured some of those few moments of pure happiness, humour and joy which I believe will not only help other people touched by cancer but will show sufferers and their families that there is no right or wrong way to behave, just as long as you continue to show how much you care and as much as possible, be there for each other.",0,0,0,0,0,0,0,0,0
The Legendborn Cycle #1Legendborn,"After her mother dies in an accident, sixteen-year-old Bree Matthews wants nothing to do with her family memories or childhood home. A residential program for bright high schoolers at UNC–Chapel Hill seems like the perfect escape—until Bree witnesses a magical attack her very first night on campus.A flying demon feeding on human energies.A secret society of so called “Legendborn” students that hunt the creatures down.And a mysterious teenage mage who calls himself a “Merlin” and who attempts—and fails—to wipe Bree’s memory of everything she saw.The mage’s failure unlocks Bree’s own unique magic and a buried memory with a hidden connection: the night her mother died, another Merlin was at the hospital. Now that Bree knows there’s more to her mother’s death than what’s on the police report, she’ll do whatever it takes to find out the truth, even if that means infiltrating the Legendborn as one of their initiates.She recruits Nick, a self-exiled Legendborn with his own grudge against the group, and their reluctant partnership pulls them deeper into the society’s secrets—and closer to each other. But when the Legendborn reveal themselves as the descendants of King Arthur’s knights and explain that a magical war is coming, Bree has to decide how far she’ll go for the truth and whether she should use her magic to take the society down—or join the fight.",0,0,1,0,0,0,1,0,1
One of Us Is Lying #1One of Us Is Lying,"This is an alternate cover edition of ASIN B01M98J44U.---One of Us Is Lying is the story of what happens when five strangers walk into detention and only four walk out alive. Everyone is a suspect, and everyone has something to hide.On Monday afternoon, five students at Bayview High walk into detention.Bronwyn, the brain,  is Yale-bound and never breaks a rule.Addy,  the beauty,  is the picture-perfect homecoming princess.Nate, the criminal, is already on probation for dealing.Cooper, the athlete, is the all-star baseball pitcher.And Simon,  the outcast, is the creator of Bayview High's notorious gossip app.Only, Simon never makes it out of that classroom. Before the end of detention, Simon's dead. And according to investigators, his death wasn't an accident. On Monday, he died. But on Tuesday, he'd planned to post juicy reveals about all four of his high-profile classmates, which makes all four of them suspects in his murder. Or are they the perfect patsies for a killer who's still on the loose?Everyone has secrets, right? What really matters is how far you would go to protect them.",1,0,1,1,0,0,0,0,1
Contours of the Heart #1Easy,"A girl who believes trust can be misplaced, promises are made to be broken, and loyalty is an illusion. A boy who believes truth is relative, lies can mask unbearable pain, and guilt is eternal. Will what they find in each other validate their conclusions, or disprove them all?When Jacqueline follows her longtime boyfriend to the college of his choice, the last thing she expects is a sophomore year breakup. After two weeks in shock, she wakes up to her new reality: she's single, attending a state university instead of a music conservatory, ignored by her former circle of friends, and failing a class for the first time in her life.Grief becomes nightmare when Jacqueline is assaulted by her ex's frat brother. Rescued by a stranger who seems to be in the right place at the right time, she wants nothing more than to forget the attack and that night.But her attacker turns stalker, and Jacqueline has a choice to make: crumple in defeat or fight back. Suddenly appearances are everything, and knowing who to tell and who to trust is anything but easy.",0,0,1,0,0,0,0,0,1
